,5,image-params,value,5,tableName,OVERLAY_5,method,GET,288,POST,289,access,admin,socketFilter,0,array,id,x_location,y_location,enable,height,width,END,,,,,,,,,,,,,,,,
,,,x_location,value,100,tableName,OVERLAY_5,method,GET,292,POST,293,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,,,y_location,value,100,tableName,OVERLAY_5,method,GET,294,POST,295,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,enable,value,1,tableName,OVERLAY_5,method,GET,296,POST,297,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,
,,,height,value,200,tableName,OVERLAY_5,method,GET,298,POST,299,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,width,value,200,tableName,OVERLAY_5,method,GET,300,POST,301,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,6,image-params,value,6,tableName,OVERLAY_6,method,GET,302,POST,303,access,admin,socketFilter,0,array,id,x_location,y_location,enable,height,width,END,,,,,,,,,,,,,,,,
,,,x_location,value,100,tableName,OVERLAY_6,method,GET,306,POST,307,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,,,y_location,value,100,tableName,OVERLAY_6,method,GET,308,POST,309,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,enable,value,1,tableName,OVERLAY_6,method,GET,310,POST,311,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,
,,,height,value,200,tableName,OVERLAY_6,method,GET,312,POST,313,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,width,value,200,tableName,OVERLAY_6,method,GET,314,POST,315,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,7,image-params,value,7,tableName,OVERLAY_7,method,GET,316,POST,317,access,admin,socketFilter,0,array,id,x_location,y_location,enable,height,width,END,,,,,,,,,,,,,,,,
,,,x_location,value,100,tableName,OVERLAY_7,method,GET,320,POST,322,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,,,y_location,value,100,tableName,OVERLAY_7,method,GET,323,POST,324,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,enable,value,1,tableName,OVERLAY_7,method,GET,325,POST,326,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,
,,,height,value,200,tableName,OVERLAY_7,method,GET,327,POST,328,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,width,value,200,tableName,OVERLAY_7,method,GET,329,POST,330,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
audio,input,valid-input,value,1,tableName,AUDIO_INPUT,method,GET,351,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,,
,,enable-rx,value,1,tableName,AUDIO_INPUT,method,GET,352,POST,353,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,fine-gain,value,2,tableName,AUDIO_INPUT,method,GET,354,POST,355,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,coarse-gain,value,25,tableName,AUDIO_INPUT,method,GET,356,POST,357,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,25,,,,,,,,,,,,,,,,
,,mute,value,0,tableName,AUDIO_INPUT,method,GET,358,POST,359,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,loop-back,value,0,tableName,AUDIO_INPUT,method,GET,360,POST,361,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,rx-mult-ip-addr,value,235.0.5.3,tableName,AUDIO_INPUT,method,GET,362,POST,363,access,user,socketFilter,0,array,ip-addr,port,END ,getArray,364,366,END,postArray,365,367,END,,,,,,,,,,,,
,,,ip-addr,value,232.0.5.1,tableName,AUDIO_OUTPUT_RX-MULT-IP-ADDR,method,GET,364,POST,365,access,user,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,,,,
,,,port,value,13100,tableName,AUDIO_OUTPUT_RX-MULT-IP-ADDR,method,GET,366,POST,367,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,output,enable-tx,value,1,tableName,AUDIO_OUTPUT,method,GET,368,POST,369,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,tx-mult-ip-addr,value,235.0.5.4,tableName,AUDIO_OUTPUT,method,GET,370,POST,371,access,user,socketFilter,0,array,ip-addr,port,END ,getArray,368,370,END,postArray,369,371,END,,,,,,,,,,,,
,,,ip-addr,value,232.0.5.1,tableName,AUDIO_OUTPUT_TX-MULT-IP-ADDR,method,GET,372,POST,373,access,user,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,,,,
,,,port,value,13200,tableName,AUDIO_OUTPUT_TX-MULT-IP-ADDR,method,GET,374,POST,375,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,fine-gain,value,2,tableName,AUDIO_OUTPUT,method,GET,376,POST,377,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,coarse-gain,value,25,tableName,AUDIO_OUTPUT,method,GET,378,POST,379,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,mute,value,0,tableName,AUDIO_OUTPUT,method,GET,380,POST,381,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,fade,value,0,tableName,AUDIO_OUTPUT,method,GET,382,POST,383,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
kvm,feature-enable,value,1,tableName,KVM,method,GET,401,POST,402,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,
,usb-link-status,value,1,tableName,KVM,method,GET,403,POST,404,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,
rs232,feature-enable,value,1,tableName,RS232,method,GET,451,POST,452,access,admin,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,
,get-devices,value,database_name,tableName,RS232,method,GET,453,POST,454,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,
,open-connection,value,TTY0,tableName,RS232,method,GET,455,POST,456,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,
,close-connection,value,TTY1,tableName,RS232,method,GET,457,POST,458,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,
,flush,value,TTY2,tableName,RS232,method,GET,459,POST,460,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,
,params,value,115200,tableName,RS232,method,GET,461,POST,462,access,user,socketFilter,0,array,baud_rate,data_bits,parity,stop_bit,flow_control,port,END,getArray,463,465,467,469,471,473,END,postArray,464,466,468,470,472,474,END,
,0,params,value,115200,tableName,RS232_0_PARAMS,method,GET,461,POST,462,access,user,socketFilter,0,array,baud_rate,data_bits,parity,stop_bit,flow_control,port,END,getArray,463,465,467,469,471,473,END,postArray,464,466,468,470,472,474,END
,,,baud_rate,value,115200,tableName,RS232_0_PARAMS,method,GET,463,POST,464,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,data_bits,value,8,tableName,RS232_0_PARAMS,method,GET,465,POST,466,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,parity,value,even,tableName,RS232_0_PARAMS,method,GET,467,POST,468,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,stop_bit,value,1080p,tableName,RS232_0_PARAMS,method,GET,469,POST,470,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,flow_control,value,Hardware,tableName,RS232_0_PARAMS,method,GET,471,POST,472,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,port,value,TTY0,tableName,RS232_0_PARAMS,method,GET,473,POST,474,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,send,value,RS232,tableName,RS232_0_SEND,method,GET,475,POST,476,access,user,socketFilter,0,array,data,port,END,,,,,,,,,,,,,,,,,,,,
,,,data,value,read_register,tableName,RS232_0_SEND,method,GET,477,POST,478,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,port,value,TTY0,tableName,RS232_0_SEND,method,GET,479,POST,480,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,1,params,value,115200,tableName,RS232_1_PARAMS,method,GET,481,POST,482,access,user,socketFilter,0,array,baud_rate,data_bits,parity,stop_bit,flow_control,port,END,getArray,463,465,467,469,471,473,END,postArray,464,466,468,470,472,474,END
,,,baud_rate,value,115200,tableName,RS232_1_PARAMS,method,GET,483,POST,484,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,data_bits,value,8,tableName,RS232_1_PARAMS,method,GET,485,POST,486,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,parity,value,even,tableName,RS232_1_PARAMS,method,GET,487,POST,488,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,stop_bit,value,1080p,tableName,RS232_1_PARAMS,method,GET,489,POST,490,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,flow_control,value,Hardware,tableName,RS232_1_PARAMS,method,GET,491,POST,492,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,port,value,TTY0,tableName,RS232_1_PARAMS,method,GET,493,POST,494,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,send,value,RS232,tableName,RS232_1_SEND,method,GET,495,POST,496,access,user,socketFilter,0,array,data,port,END,,,,,,,,,,,,,,,,,,,,
,,,data,value,read_register,tableName,RS232_1_SEND,method,GET,497,POST,498,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,,port,value,TTY0,tableName,RS232_1_SEND,method,GET,499,POST,500,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,data-in-notification,value,database_name,tableName,RS232,method,GET,501,POST,502,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,
,read-existing,value,database_name,tableName,RS232,method,GET,503,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
,read-line,value,database_name,tableName,RS232,method,GET,504,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
fpga-register,0,value,0,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,1,value,1,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,2,value,2,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,3,value,3,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,4,value,4,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,5,value,5,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,6,value,6,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,7,value,7,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,8,value,8,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,9,value,9,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,10,value,10,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,11,value,11,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,12,value,12,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,13,value,13,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,14,value,14,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,15,value,15,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,16,value,16,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,17,value,17,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,18,value,18,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,19,value,19,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,20,value,20,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,21,value,21,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,22,value,22,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,23,value,23,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,24,value,24,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,25,value,25,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,26,value,26,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,27,value,27,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,28,value,28,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,29,value,29,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,30,value,30,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,31,value,31,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,32,value,32,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,33,value,33,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,34,value,34,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,35,value,35,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,36,value,36,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,37,value,37,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,38,value,38,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,39,value,39,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,40,value,40,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,41,value,41,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,42,value,42,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,43,value,43,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,44,value,44,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,45,value,45,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,46,value,46,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,47,value,47,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,48,value,48,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,49,value,49,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,50,value,50,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,51,value,51,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,52,value,52,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,53,value,53,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,54,value,54,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,55,value,55,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,56,value,56,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,57,value,57,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,58,value,58,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,59,value,59,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,60,value,60,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,61,value,61,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,62,value,62,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,63,value,63,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,64,value,64,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,65,value,65,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,66,value,66,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,67,value,67,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,68,value,68,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,69,value,69,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,70,value,70,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,71,value,71,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,72,value,72,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,73,value,73,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,74,value,74,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,75,value,75,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,76,value,76,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,77,value,77,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,78,value,78,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,79,value,79,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,80,value,80,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,81,value,81,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,82,value,82,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,83,value,83,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,84,value,84,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,85,value,85,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,86,value,86,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,87,value,87,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,88,value,88,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,89,value,89,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,90,value,90,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,91,value,91,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,92,value,92,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
,93,value,93,tableName,FPGA-REGISTER,method,GET,701,POST,702,access,user,socketFilter,1,filter,NONE,action,FPGA_REGISTER,,,,,,,,,,,,,,,,,,,,,
